Number,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,ProductId,State,Market,Market Size,Product Type,Product,Type
297,164,252,465,213,88,66,942,2,Massachusetts,East,Major Market,Espresso,Decaf Espresso,Decaf
298,68,107,190,83,39,27,613,3,Washington,West,Small Market,Espresso,Regular Espresso,Regular
299,38,61,103,42,23,11,771,4,California,West,Major Market,Herbal Tea,Chamomile,Decaf
300,35,63,112,49,28,16,617,5,Texas,South,Major Market,Herbal Tea,Lemon,Decaf
301,48,73,123,50,25,14,814,6,Ohio,Central,Major Market,Herbal Tea,Mint,Decaf
302,24,60,101,41,36,13,236,8,Iowa,Central,Small Market,Tea,Darjeeling,Regular
303,24,69,114,45,45,14,366,9,New York,East,Major Market,Tea,Earl Grey,Regular
304,-31,18,102,84,49,26,625,10,New York,East,Major Market,Tea,Green Tea,Regular
305,-7,61,104,43,68,39,256,11,California,West,Major Market,Coffee,Amaretto,Regular
306,9,47,82,35,38,11,191,12,Oregon,West,Small Market,Coffee,Columbian,Regular
307,-6,38,68,30,44,11,165,13,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
308,46,90,165,75,44,23,956,1,Florida,East,Major Market,Espresso,Caffe Latte,Regular
309,30,75,130,55,45,18,305,2,California,West,Major Market,Espresso,Caffe Mocha,Regular
310,41,107,193,86,66,32,484,3,Iowa,Central,Small Market,Espresso,Decaf Espresso,Decaf
311,142,229,457,228,87,63,1436,4,Ohio,Central,Major Market,Espresso,Regular Espresso,Regular
312,26,169,290,121,143,110,712,5,Missouri,Central,Small Market,Herbal Tea,Chamomile,Decaf
313,202,311,545,234,109,77,1282,6,Oklahoma,South,Small Market,Herbal Tea,Lemon,Decaf
314,100,137,232,95,37,26,809,8,New York,East,Major Market,Herbal Tea,Mint,Decaf
315,164,252,465,213,88,66,942,9,New Hampshire,East,Small Market,Tea,Darjeeling,Regular
316,68,107,190,83,39,27,613,10,New York,East,Major Market,Tea,Earl Grey,Regular
317,106,144,243,99,38,27,766,11,Wisconsin,Central,Small Market,Tea,Green Tea,Regular
318,80,112,189,77,32,21,449,12,Ohio,Central,Major Market,Coffee,Amaretto,Regular
319,58,114,189,75,56,24,549,13,Massachusetts,East,Major Market,Coffee,Columbian,Regular
320,-27,28,132,104,55,33,685,1,Illinois,Central,Major Market,Coffee,Decaf Irish Cream,Decaf
321,245,387,645,258,142,90,2067,2,California,West,Major Market,Espresso,Caffe Latte,Regular
322,-117,-26,122,148,91,48,1071,3,California,West,Major Market,Espresso,Caffe Mocha,Regular
323,31,43,43,0,12,0,774,4,Illinois,Central,Major Market,Espresso,Decaf Espresso,Decaf
324,10,27,45,18,17,5,818,5,New York,East,Major Market,Espresso,Regular Espresso,Regular
325,11,28,47,19,17,5,774,6,Missouri,Central,Small Market,Herbal Tea,Chamomile,Decaf
326,6,35,63,28,29,8,961,3,Iowa,Central,Small Market,Herbal Tea,Lemon,Decaf
327,26,169,290,121,143,110,712,8,New York,East,Major Market,Herbal Tea,Mint,Decaf
328,115,206,354,148,91,48,844,9,California,West,Major Market,Tea,Darjeeling,Regular
329,94,150,254,104,56,33,596,10,Missouri,Central,Small Market,Tea,Earl Grey,Regular
330,202,311,545,234,109,77,1282,11,California,West,Major Market,Tea,Green Tea,Regular
331,142,229,457,228,87,63,1436,12,Texas,South,Major Market,Coffee,Amaretto,Regular
332,-342,-240,23,240,125,91,1937,13,Nevada,West,Small Market,Coffee,Columbian,Regular
333,-5,41,74,33,46,12,193,2,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
334,18,73,132,59,55,22,331,4,Illinois,Central,Major Market,Espresso,Caffe Latte,Regular
335,33,80,140,60,47,19,329,5,Iowa,Central,Small Market,Espresso,Caffe Mocha,Regular
336,99,170,340,170,71,47,1073,6,Texas,South,Major Market,Espresso,Decaf Espresso,Decaf
337,38,76,128,52,38,16,357,3,California,West,Major Market,Espresso,Regular Espresso,Regular
338,28,48,81,33,20,9,772,8,Wisconsin,Central,Small Market,Herbal Tea,Chamomile,Decaf
339,30,56,100,44,26,14,618,9,New York,East,Major Market,Herbal Tea,Lemon,Decaf
340,17,34,56,22,17,6,452,11,New York,East,Major Market,Herbal Tea,Mint,Decaf
341,62,120,200,80,58,26,640,12,Colorado,Central,Major Market,Tea,Darjeeling,Regular
342,71,120,206,86,49,26,490,13,Colorado,Central,Major Market,Tea,Earl Grey,Regular
343,-4,75,129,54,79,49,427,1,Florida,East,Major Market,Tea,Green Tea,Regular
344,25,90,155,65,65,21,392,2,Ohio,Central,Major Market,Coffee,Amaretto,Regular
345,35,62,110,48,27,15,617,4,Florida,East,Major Market,Coffee,Columbian,Regular
346,12,65,118,53,53,20,306,5,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
347,41,84,154,70,43,21,957,6,Florida,East,Major Market,Espresso,Caffe Latte,Regular
348,15,128,220,92,113,83,541,3,Illinois,Central,Major Market,Espresso,Caffe Mocha,Regular
349,121,195,325,130,74,42,945,8,Massachusetts,East,Major Market,Espresso,Decaf Espresso,Decaf
350,34,56,94,38,22,10,772,9,Nevada,West,Small Market,Espresso,Regular Espresso,Regular
351,66,109,174,65,43,20,372,11,Massachusetts,East,Major Market,Herbal Tea,Chamomile,Decaf
352,41,81,137,56,40,17,382,12,Florida,East,Major Market,Herbal Tea,Lemon,Decaf
353,3,90,155,65,87,58,513,13,Utah,West,Small Market,Herbal Tea,Mint,Decaf
354,44,84,142,58,40,18,331,2,California,West,Major Market,Tea,Darjeeling,Regular
355,90,126,213,87,36,24,756,1,Texas,South,Major Market,Tea,Earl Grey,Regular
356,69,109,193,84,40,27,603,2,Florida,East,Major Market,Tea,Green Tea,Regular
357,101,139,234,95,38,26,799,3,Illinois,Central,Major Market,Coffee,Amaretto,Regular
358,29,55,98,43,26,14,613,13,Missouri,Central,Small Market,Coffee,Columbian,Regular
359,84,117,198,81,33,22,441,5,Texas,South,Major Market,Coffee,Decaf Irish Cream,Decaf
360,54,108,180,72,54,23,541,6,California,West,Major Market,Espresso,Caffe Latte,Regular
361,94,163,325,162,69,45,1059,8,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
362,-4,73,125,52,77,47,421,9,California,West,Major Market,Espresso,Decaf Espresso,Decaf
363,31,77,134,57,46,18,323,10,Texas,South,Major Market,Espresso,Regular Espresso,Regular
364,16,71,129,58,55,22,325,11,New York,East,Major Market,Herbal Tea,Chamomile,Decaf
365,32,73,135,62,41,19,952,12,Illinois,Central,Major Market,Herbal Tea,Lemon,Decaf
366,119,213,367,154,94,50,829,2,Florida,East,Major Market,Herbal Tea,Mint,Decaf
367,102,158,267,109,56,34,585,3,Massachusetts,East,Major Market,Tea,Darjeeling,Regular
368,211,324,567,243,113,80,1260,5,California,West,Major Market,Tea,Earl Grey,Regular
369,148,239,478,239,91,66,1417,6,Connecticut,East,Small Market,Tea,Green Tea,Regular
370,91,126,213,87,35,24,756,8,Florida,East,Major Market,Coffee,Amaretto,Regular
371,70,109,193,84,39,27,603,9,Texas,South,Major Market,Coffee,Columbian,Regular
372,102,139,234,95,37,26,799,10,Florida,East,Major Market,Coffee,Decaf Irish Cream,Decaf
373,84,117,198,81,33,22,441,11,California,West,Major Market,Espresso,Caffe Latte,Regular
374,53,108,180,72,55,23,541,12,New York,East,Major Market,Espresso,Caffe Mocha,Regular
375,10,27,45,18,17,5,816,1,Texas,South,Major Market,Espresso,Decaf Espresso,Decaf
376,6,35,63,28,29,8,958,2,California,West,Major Market,Espresso,Regular Espresso,Regular
377,12,31,54,23,19,7,617,3,New York,East,Major Market,Herbal Tea,Chamomile,Decaf
378,9,25,41,16,16,4,772,5,Oklahoma,South,Small Market,Herbal Tea,Lemon,Decaf
379,32,43,43,0,11,0,731,6,Wisconsin,Central,Small Market,Herbal Tea,Mint,Decaf
380,212,324,567,243,112,80,1260,8,California,West,Major Market,Tea,Darjeeling,Regular
381,102,158,267,109,56,34,585,9,Texas,South,Major Market,Tea,Earl Grey,Regular
382,148,239,478,239,91,66,1417,11,Ohio,Central,Major Market,Tea,Green Tea,Regular
383,175,301,546,245,126,93,1369,12,Texas,South,Major Market,Coffee,Amaretto,Regular
384,39,104,189,85,65,32,476,2,Florida,East,Major Market,Coffee,Columbian,Regular
385,45,89,163,74,44,22,949,3,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
386,-4,42,75,33,46,12,190,13,California,West,Major Market,Espresso,Caffe Latte,Regular
387,47,72,121,49,25,13,809,5,Florida,East,Major Market,Espresso,Caffe Mocha,Regular
388,45,70,118,48,25,13,766,6,Texas,South,Major Market,Espresso,Decaf Espresso,Decaf
389,-6,63,107,44,69,40,251,8,Connecticut,East,Small Market,Espresso,Regular Espresso,Regular
390,-32,18,106,88,50,27,715,9,Colorado,Central,Major Market,Herbal Tea,Chamomile,Decaf
391,11,49,85,36,38,11,187,11,Oregon,West,Small Market,Herbal Tea,Lemon,Decaf
392,-3,42,75,33,45,12,162,12,Texas,South,Major Market,Herbal Tea,Mint,Decaf
393,32,77,134,57,45,18,323,1,Massachusetts,East,Major Market,Tea,Darjeeling,Regular
394,35,72,121,49,37,15,351,2,Texas,South,Major Market,Tea,Earl Grey,Regular
395,-4,73,125,52,77,47,421,3,Louisiana,South,Small Market,Tea,Green Tea,Regular
396,68,126,210,84,58,27,632,11,Missouri,Central,Small Market,Coffee,Amaretto,Regular
397,74,125,214,89,51,27,481,12,Oklahoma,South,Small Market,Coffee,Columbian,Regular
398,15,71,129,58,56,22,325,6,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
399,94,163,325,162,69,45,1059,5,New Hampshire,East,Small Market,Espresso,Caffe Latte,Regular
400,15,32,53,21,17,5,449,8,New York,East,Major Market,Espresso,Caffe Mocha,Regular
401,28,47,79,32,19,8,813,9,Wisconsin,Central,Small Market,Espresso,Decaf Espresso,Decaf
402,13,66,120,54,53,20,301,1,Ohio,Central,Major Market,Espresso,Regular Espresso,Regular
403,17,132,227,95,115,86,532,2,Massachusetts,East,Major Market,Herbal Tea,Chamomile,Decaf
404,55,108,188,80,53,26,415,3,Illinois,Central,Major Market,Herbal Tea,Lemon,Decaf
405,38,77,129,52,39,16,376,11,California,West,Major Market,Herbal Tea,Mint,Decaf
406,1,87,150,63,86,57,506,12,California,West,Major Market,Tea,Darjeeling,Regular
407,34,63,112,49,29,16,611,6,Illinois,Central,Major Market,Tea,Earl Grey,Regular
408,41,84,155,71,43,22,950,5,New York,East,Major Market,Tea,Green Tea,Regular
409,63,105,167,62,42,19,346,8,Missouri,Central,Small Market,Coffee,Amaretto,Regular
410,47,72,121,49,25,13,767,9,Iowa,Central,Small Market,Coffee,Columbian,Regular
411,47,72,121,49,25,13,809,11,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
412,18,37,62,25,19,7,769,13,California,West,Major Market,Espresso,Caffe Latte,Regular
413,26,71,124,53,45,17,299,6,Missouri,Central,Small Market,Espresso,Caffe Mocha,Regular
414,0,87,150,63,87,57,506,5,California,West,Major Market,Espresso,Decaf Espresso,Decaf
415,114,186,309,123,72,40,932,2,Texas,South,Major Market,Espresso,Regular Espresso,Regular
416,39,104,189,85,65,32,476,9,Nevada,West,Small Market,Herbal Tea,Chamomile,Decaf
417,46,89,163,74,43,22,949,10,California,West,Major Market,Herbal Tea,Lemon,Decaf
418,27,48,81,33,21,9,813,11,Illinois,Central,Major Market,Herbal Tea,Mint,Decaf
419,47,72,121,49,25,13,767,13,Iowa,Central,Small Market,Tea,Darjeeling,Regular
420,54,108,188,80,54,26,415,6,Texas,South,Major Market,Tea,Earl Grey,Regular
421,17,132,227,95,115,86,532,5,California,West,Major Market,Tea,Green Tea,Regular
422,74,125,214,89,51,27,481,3,Wisconsin,Central,Small Market,Coffee,Amaretto,Regular
423,67,126,210,84,59,27,632,2,New York,East,Major Market,Coffee,Columbian,Regular
424,35,63,112,49,28,16,611,8,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
425,12,66,120,54,54,20,301,9,Colorado,Central,Major Market,Espresso,Caffe Latte,Regular
426,40,84,155,71,44,22,950,10,Colorado,Central,Major Market,Espresso,Caffe Mocha,Regular
427,28,47,79,32,19,8,813,11,Florida,East,Major Market,Espresso,Decaf Espresso,Decaf
428,15,32,53,21,17,5,449,13,Ohio,Central,Major Market,Espresso,Regular Espresso,Regular
429,94,163,325,162,69,45,1059,7,Florida,East,Major Market,Herbal Tea,Chamomile,Decaf
430,-4,73,125,52,77,47,446,5,California,West,Major Market,Herbal Tea,Lemon,Decaf
431,366,420,492,72,54,23,-54,2,Florida,East,Major Market,Herbal Tea,Mint,Decaf
432,16,71,129,58,55,22,325,9,Illinois,Central,Major Market,Tea,Darjeeling,Regular
433,11,27,45,18,16,5,816,11,Massachusetts,East,Major Market,Tea,Earl Grey,Regular
434,32,43,43,0,11,0,731,13,Nevada,West,Small Market,Tea,Green Tea,Regular
435,-4,42,75,33,46,12,162,7,Massachusetts,East,Major Market,Coffee,Amaretto,Regular
436,-7,63,107,44,70,40,251,5,Florida,East,Major Market,Coffee,Columbian,Regular
437,29,64,107,43,35,13,231,1,Utah,West,Small Market,Coffee,Decaf Irish Cream,Decaf
438,26,72,119,47,46,15,361,2,California,West,Major Market,Espresso,Caffe Latte,Regular
439,-3,42,75,33,45,12,190,9,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
440,102,139,234,95,37,26,799,11,Florida,East,Major Market,Espresso,Decaf Espresso,Decaf
441,91,126,213,87,35,24,756,12,Illinois,Central,Major Market,Espresso,Regular Espresso,Regular
442,83,117,198,81,34,22,441,13,Missouri,Central,Small Market,Herbal Tea,Chamomile,Decaf
443,-208,-62,63,125,146,113,1118,5,Texas,South,Major Market,Herbal Tea,Lemon,Decaf
444,194,284,523,239,90,66,1260,7,California,West,Major Market,Herbal Tea,Mint,Decaf
445,259,405,675,270,146,94,2041,2,Texas,South,Major Market,Tea,Darjeeling,Regular
446,141,268,513,245,127,93,1471,9,California,West,Major Market,Tea,Earl Grey,Regular
447,-119,-32,182,214,87,66,1480,10,Texas,South,Major Market,Tea,Green Tea,Regular
448,1,87,150,63,86,57,187,4,New York,East,Major Market,Espresso,Caffe Latte,Regular
449,63,105,167,62,42,19,346,5,Illinois,Central,Major Market,Espresso,Caffe Mocha,Decaf
450,38,77,129,52,39,16,376,6,Florida,East,Major Market,Herbal Tea,Decaf Espresso,Regular
451,34,62,110,48,28,15,611,8,Massachusetts,East,Major Market,Herbal Tea,Regular Espresso,Decaf
452,39,104,189,85,65,32,476,9,California,West,Major Market,Herbal Tea,Chamomile,Decaf
453,47,72,121,49,25,13,767,3,Connecticut,East,Small Market,Tea,Lemon,Decaf
454,29,49,82,33,20,9,768,2,Florida,East,Major Market,Tea,Mint,Regular
455,-3,42,75,33,45,12,36,4,Texas,South,Major Market,Tea,Darjeeling,Regular
456,-7,63,107,44,70,40,251,5,Washington,West,Small Market,Coffee,Earl Grey,Regular
457,11,49,85,36,38,11,187,6,Texas,South,Major Market,Coffee,Green Tea,Regular
458,10,27,45,18,17,5,816,8,Wisconsin,Central,Small Market,Coffee,Amaretto,Regular
459,5,35,63,28,30,8,958,9,Texas,South,Major Market,Espresso,Columbian,Decaf
460,-33,18,106,88,51,27,715,3,Colorado,Central,Major Market,Espresso,Decaf Irish Cream,Regular
461,26,72,119,47,46,15,361,2,Florida,East,Major Market,Espresso,Caffe Latte,Regular
462,74,125,214,89,51,27,94,4,Illinois,Central,Major Market,Espresso,Caffe Mocha,Decaf
463,15,32,53,21,17,5,449,5,California,West,Major Market,Herbal Tea,Decaf Espresso,Regular
464,68,126,210,84,58,27,632,6,Illinois,Central,Major Market,Herbal Tea,Regular Espresso,Decaf
465,13,66,120,54,53,20,301,8,Missouri,Central,Small Market,Herbal Tea,Chamomile,Decaf
466,17,132,227,95,115,86,532,9,New York,East,Major Market,Tea,Lemon,Decaf
467,27,47,79,32,20,8,813,3,Louisiana,South,Small Market,Tea,Mint,Regular
468,29,55,98,43,26,14,613,2,Iowa,Central,Small Market,Tea,Darjeeling,Regular
469,54,108,180,72,54,23,189,4,Florida,East,Major Market,Coffee,Amaretto,Regular
470,91,126,213,87,35,24,756,5,California,West,Major Market,Coffee,Columbian,Regular
471,84,117,198,81,33,22,441,6,Texas,South,Major Market,Coffee,Decaf Irish Cream,Decaf
472,31,77,134,57,46,18,323,8,Ohio,Central,Major Market,Espresso,Caffe Latte,Regular
473,35,72,121,49,37,15,351,9,Louisiana,South,Small Market,Espresso,Caffe Mocha,Decaf
474,70,109,193,84,39,27,603,3,Massachusetts,East,Major Market,Espresso,Decaf Espresso,Decaf
475,166,253,467,214,87,66,923,2,New York,East,Major Market,Espresso,Regular Espresso,Decaf
476,45,70,118,48,25,13,766,4,Massachusetts,East,Major Market,Herbal Tea,Chamomile,Regular
477,34,62,110,48,28,15,611,5,Florida,East,Major Market,Herbal Tea,Lemon,Regular
478,47,72,121,49,25,13,809,6,Washington,West,Small Market,Herbal Tea,Mint,Regular
479,38,104,189,85,66,32,476,3,Texas,South,Major Market,Tea,Darjeeling,Regular
480,28,64,107,43,36,13,231,8,Florida,East,Major Market,Tea,Earl Grey,Regular
481,26,72,119,47,46,15,361,9,Oklahoma,South,Small Market,Tea,Green Tea,Decaf
482,-32,18,106,88,50,27,715,10,Florida,East,Major Market,Coffee,Amaretto,Regular
483,-7,63,107,44,70,40,251,11,California,West,Major Market,Coffee,Columbian,Regular
484,10,49,85,36,39,11,187,12,Texas,South,Major Market,Coffee,Decaf Irish Cream,Decaf
485,-4,42,75,33,46,12,162,13,Massachusetts,East,Major Market,Espresso,Caffe Latte,Regular
486,45,89,163,74,44,22,949,1,Wisconsin,Central,Small Market,Espresso,Caffe Mocha,Decaf
487,26,71,124,53,45,17,299,2,California,West,Major Market,Espresso,Decaf Espresso,Decaf
488,149,239,478,239,90,66,1417,4,Missouri,Central,Small Market,Espresso,Regular Espresso,Decaf
489,27,173,298,125,146,113,700,5,Ohio,Central,Major Market,Herbal Tea,Chamomile,Regular
490,211,324,567,243,113,80,1260,6,Washington,West,Small Market,Herbal Tea,Lemon,Regular
491,-121,-27,127,154,94,50,1288,3,Texas,South,Major Market,Herbal Tea,Mint,Regular
492,101,139,234,95,38,26,799,8,Texas,South,Major Market,Tea,Darjeeling,Regular
493,165,253,467,214,88,66,923,9,Utah,West,Small Market,Tea,Earl Grey,Decaf
494,69,109,193,84,40,27,603,10,Ohio,Central,Major Market,Tea,Green Tea,Regular
495,91,126,213,87,35,24,756,11,Texas,South,Major Market,Espresso,Caffe Latte,Decaf
496,84,117,198,81,33,22,441,12,Connecticut,East,Small Market,Espresso,Caffe Mocha,Decaf
497,54,108,180,72,54,23,541,13,Oregon,West,Small Market,Herbal Tea,Decaf Espresso,Decaf
498,-41,16,125,109,57,34,796,1,Louisiana,South,Small Market,Coffee,Amaretto,Regular
499,259,405,675,270,146,94,2041,2,New Mexico,South,Small Market,Coffee,Columbian,Regular
500,31,43,43,0,12,0,731,4,Massachusetts,East,Major Market,Coffee,Decaf Irish Cream,Regular
501,10,27,45,18,17,5,816,5,Washington,West,Small Market,Espresso,Caffe Latte,Regular
502,10,25,41,16,15,4,772,6,California,West,Major Market,Espresso,Caffe Mocha,Regular
503,6,35,63,28,29,8,958,3,Texas,South,Major Market,Espresso,Decaf Espresso,Decaf
504,27,173,298,125,146,113,700,8,Ohio,Central,Major Market,Espresso,Regular Espresso,Regular
505,119,213,367,154,94,50,829,9,Iowa,Central,Small Market,Herbal Tea,Chamomile,Regular
506,102,158,267,109,56,34,585,10,New York,East,Major Market,Herbal Tea,Lemon,Decaf
507,212,324,567,243,112,80,1260,11,New York,East,Major Market,Herbal Tea,Mint,Regular
508,148,239,478,239,91,66,1417,12,California,West,Major Market,Tea,Darjeeling,Decaf
509,-340,-245,32,245,127,93,2449,13,Oregon,West,Small Market,Tea,Earl Grey,Decaf
510,-4,42,75,33,46,12,190,2,California,West,Major Market,Tea,Green Tea,Decaf
511,15,71,129,58,56,22,325,4,Florida,East,Major Market,Coffee,Amaretto,Regular
512,32,77,134,57,45,18,323,5,California,West,Major Market,Coffee,Columbian,Regular
513,94,163,325,162,69,45,1059,6,Iowa,Central,Small Market,Coffee,Decaf Irish Cream,Regular
514,34,72,121,49,38,15,351,3,Ohio,Central,Major Market,Espresso,Caffe Latte,Regular
515,33,55,92,37,22,10,768,8,Missouri,Central,Small Market,Espresso,Caffe Mocha,Regular
516,29,55,98,43,26,14,613,9,Oklahoma,South,Small Market,Espresso,Decaf Espresso,Decaf
517,16,32,53,21,16,5,449,11,New York,East,Major Market,Espresso,Regular Espresso,Regular
518,68,126,210,84,58,27,632,12,New Hampshire,East,Small Market,Herbal Tea,Chamomile,Regular
519,74,125,214,89,51,27,481,13,New York,East,Major Market,Herbal Tea,Lemon,Regular
520,-3,73,125,52,76,47,421,1,Wisconsin,Central,Small Market,Herbal Tea,Mint,Regular
521,24,87,149,62,63,20,385,2,Ohio,Central,Major Market,Tea,Darjeeling,Regular
522,35,63,112,49,28,16,611,4,Massachusetts,East,Major Market,Tea,Earl Grey,Decaf
523,12,66,120,54,54,20,301,5,Illinois,Central,Major Market,Tea,Green Tea,Regular
524,40,84,155,71,44,22,950,6,California,West,Major Market,Espresso,Caffe Latte,Regular
525,16,132,227,95,116,86,532,3,California,West,Major Market,Espresso,Caffe Mocha,Regular
526,115,186,309,123,71,40,932,8,Illinois,Central,Major Market,Herbal Tea,Decaf Espresso,Regular
527,29,49,82,33,20,9,768,9,New York,East,Major Market,Tea,Green Tea,Regular
528,62,105,167,62,43,19,346,11,Missouri,Central,Small Market,Espresso,Caffe Latte,Decaf
529,38,77,129,52,39,16,376,12,Iowa,Central,Small Market,Espresso,Caffe Mocha,Regular
